Kuerzel;Sektor;Industry;Scan;Set-Up;Tag des Ausbruchs;Entry;$ Tag 1;$ Tag 1 Low;$ Tag 2;$ Tag 2 Low;$ Tag 2 High;$ Tag 3;$ Tag 3 Low;$ Tag 3 High;$ Tag 4;$ Tag 4 Low;$ Tag 4 High;$ Tag 5;$ Tag 5 Low;$ Tag 5 High;VIX CBOE 1-day;Move 1 day;Move 2 day;Move 3 day;Move 4 day;Move 5 day
BULL;Technology;Software - Application;Bidback;Bottom Bounce;02.05.25;14,73 €;14,55 €;14,10 €;14,94 €;14,41 €;15,84 €;16,25 €;14,25 €;17,65 €;18,10 €;15,73 €;18,70 €;16,41 €;16,13 €;18,85 €;19,98;-1,22%;1,43%;10,32%;22,88%;11,41%
OKLO;Utilities;Regulated Electric;Bidback;Continuation;06.05.25;27,08 €;27,12 €;25,70 €;26,95 €;26,44 €;28,41 €;28,09 €;26,16 €;28,73 €;28,85 €;28,16 €;30,25 €;;;;22,19;0,15%;-0,48%;3,73%;6,54%;-100,00%
HSII;Industrials;Staffing & Outsourcing;Bidback;Continuation;06.05.25;40,07 €;40,68 €;39,84 €;42,50 €;40,93 €;42,52 €;42,35 €;41,94 €;44,60 €;43,26 €;42,40 €;44,02 €;43,43 €;42,69 €;43,76 €;22,19;1,52%;6,06%;5,69%;7,96%;8,39%
NNE;Industrials;Diversified Industrials;Bidback;Continuation;06.05.25;24,17 €;23,52 €;22,89 €;23,47 €;23,00 €;24,53 €;24,06 €;22,59 €;24,78 €;25,17 €;24,37 €;25,58 €;27,32 €;25,26 €;27,60 €;22,19;-2,69%;-2,90%;-0,46%;4,14%;13,03%
PINC;Technology;Health Information Services;Bidback;Earning;06.05.25;22,64 €;23,12 €;22,59 €;23,30 €;23,03 €;23,53 €;23,07 €;23,05 €;23,42 €;23,01 €;22,91 €;23,24 €;22,86 €;22,80 €;23,18 €;22,19;2,12%;2,92%;1,90%;1,63%;0,97%
TDUP;Consumer Cyclicals;Specialry Retail;Bidback;Earning;06.05.25;6,06 €;6,44 €;5,96 €;6,37 €;6,32 €;6,51 €;6,23 €;5,83 €;6,44 €;6,17 €;5,77 €;6,39 €;6,30 €;6,00 €;6,32 €;22,19;6,27%;5,12%;2,81%;1,82%;3,96%
KE;Technology;Electric Components;Bidback;Earning;07.05.25;17,71 €;18,29 €;17,65 €;18,24 €;17,23 €;18,42 €;18,63 €;18,05 €;19,11 €;18,53 €;18,50 €;18,93 €;18,19 €;17,90 €;18,44 €;19,79;3,27%;2,99%;5,19%;4,63%;2,71%
EOSE;Technology;Electric Components;Bidback;Earning;07.05.25;6,22 €;6,00 €;5,91 €;6,21 €;5,79 €;6,28 €;6,33 €;6,24 €;6,73 €;6,80 €;6,45 €;7,06 €;6,94 €;6,64 €;7,05 €;19,79;-3,54%;-0,16%;1,77%;9,32%;11,58%
GFF;Industrials;Conglomerats;Bidback;Earning;08.05.25;69,97 €;68,48 €;68,43 €;72,93 €;71,30 €;73,95 €;73,52 €;73,50 €;75,41 €;73,05 €;72,85 €;74,27 €;72,79 €;72,13 €;73,07 €;18,12;-2,13%;4,23%;5,07%;4,40%;4,03%
MMS;Industrials;Business Services;Bidback;Earning;08.05.25;73,98 €;75,32 €;73,97 €;76,80 €;74,95 €;77,31 €;75,36 €;75,01 €;76,82 €;75,01 €;74,68 €;76,11 €;75,33 €;74,43 €;75,60 €;18,12;1,81%;3,81%;1,87%;1,39%;1,82%
PLUS;Technology;Software - Application;Bidback;Continuation;08.05.25;64,50 €;63,85 €;63,80 €;65,72 €;65,20 €;67,02 €;66,90 €;66,00 €;67,17 €;65,29 €;65,28 €;67,19 €;66,12 €;65,01 €;66,25 €;18,12;-1,01%;1,89%;3,72%;1,22%;2,51%
ALRM;Technology;Software - Application;Bidback;Earning;08.05.25;54,53 €;56,04 €;53,91 €;59,97 €;57,02 €;60,24 €;60,68 €;58,81 €;60,76 €;59,96 €;59,23 €;60,47 €;58,71 €;58,66 €;60,25 €;18,12;2,77%;9,98%;11,28%;9,96%;7,67%
MRTN;Industrials;Trucking;Bidback;Bottom Bounce;08.05.25;12,97 €;13,12 €;12,95 €;13,95 €;13,64 €;14,19 €;13,78 €;13,27 €;14,08 €;13,69 €;13,53 €;13,76 €;13,83 €;13,68 €;13,89 €;18,12;1,16%;7,56%;6,25%;5,55%;6,63%
PDYN;Technology;Software - Infrastructure;Bidback;Earning;08.05.25;6,21 €;6,20 €;6,17 €;6,20 €;6,19 €;6,92 €;5,94 €;5,77 €;6,39 €;6,32 €;6,09 €;6,46 €;6,12 €;5,92 €;6,30 €;18,12;-0,16%;-0,16%;-4,35%;1,77%;-1,45%
NGVC;Consumer Defensive;Grocery Stores;Bidback;Earning;09.05.25;56,02 €;53,64 €;53,04 €;50,07 €;49,69 €;55,18 €;49,90 €;48,87 €;51,08 €;51,66 €;49,48 €;51,83 €;51,54 €;51,16 €;52,67 €;26,85;-4,25%;-10,62%;-10,92%;-7,78%;-8,00%
AHR;Real Estate;Healthcare Facilities;Bidback;Earning;09.05.25;33,81 €;34,75 €;33,80 €;34,63 €;34,29 €;35,25 €;34,19 €;34,00 €;34,58 €;34,98 €;34,29 €;35,32 €;35,51 €;34,69 €;35,51 €;26,35;2,78%;2,43%;1,12%;3,46%;5,03%
KINS;Financial;Insurance - Property & Casualty;Bidback;Earning;09.05.25;20,60 €;17,97 €;17,52 €;17,58 €;17,30 €;18,50 €;17,44 €;16,84 €;17,63 €;17,20 €;17,05 €;17,72 €;17,32 €;17,17 €;17,72 €;26,35;-12,77%;-14,66%;-15,34%;-16,50%;-15,92%
AQN;Utilities;Independent Power Products;Bidback;Earning;09.05.25;5,77 €;5,71 €;5,70 €;5,61 €;5,57 €;5,75 €;5,44 €;5,38 €;5,59 €;5,49 €;5,43 €;5,52 €;5,59 €;5,45 €;5,59 €;26,35;-1,04%;-2,77%;-5,72%;-4,85%;-3,12%
CHD;Consumer Defensive;Household & Personal Products;Bidback;Bottom Bounce;12.05.25;93,86 €;94,10 €;93,12 €;93,16 €;92,05 €;93,83 €;94,56 €;92,61 €;94,64 €;95,82 €;94,25 €;95,94 €;95,97 €;95,34 €;96,22 €;18,73;0,26%;-0,75%;0,75%;2,09%;2,25%
MRK;Healthcare;Drug Manufacturer;Bidback;Bottom Bounce;12.05.25;79,93 €;76,63 €;76,56 €;73,47 €;73,32 €;77,46 €;74,80 €;73,31 €;74,81 €;76,06 €;74,37 €;78,17 €;77,23 €;75,69 €;77,25 €;18,73;-4,13%;-8,08%;-6,42%;-4,84%;-3,38%
NKTR;Healthcare;Biotech;Bidback;Earning;12.05.25;10,69 €;10,65 €;9,90 €;10,72 €;10,39 €;10,95 €;10,20 €;9,56 €;10,62 €;10,28 €;9,82 €;10,65 €;10,42 €;9,75 €;10,43 €;18,73;-0,37%;0,28%;-4,58%;-3,84%;-2,53%
BLMN;Consumer Cyclicals;Restaurants;Bidback;Earning;12.05.25;8,39 €;8,43 €;8,31 €;8,70 €;8,32 €;8,78 €;9,05 €;8,60 €;9,11 €;8,81 €;8,73 €;9,05 €;8,40 €;8,25 €;8,64 €;18,73;0,48%;3,69%;7,87%;5,01%;0,12%
FNKO;Consumer Cyclicals;Leisure;Bidback;Bottom Bounce;12.05.25;4,79 €;5,16 €;4,77 €;4,69 €;4,58 €;5,30 €;4,24 €;4,24 €;4,59 €;4,20 €;4,14 €;4,32 €;4,29 €;3,91 €;4,32 €;18,73;7,72%;-2,09%;-11,48%;-12,32%;-10,44%
AVAH;Healthcare;Medical Care;Bidback;Earning;12.05.25;5,70 €;5,86 €;5,64 €;5,82 €;5,74 €;5,95 €;6,00 €;5,70 €;6,00 €;5,99 €;5,74 €;6,04 €;5,70 €;5,51 €;5,97 €;18,73;2,81%;2,11%;5,26%;5,09%;0,00%
MU;Technology;Semiconductor;Bidback;Earning;13.05.25;94,73 €;95,32 €;94,32 €;95,45 €;92,17 €;95,61 €;98,00 €;95,70 €;98,19 €;98,65 €;95,70 €;99,02 €;98,10 €;96,97 €;98,63 €;15,41;0,62%;0,76%;3,45%;4,14%;3,56%
HNRG;Basic;Coal;Bidback;Earning;13.05.25;17,70 €;18,47 €;17,48 €;18,89 €;18,35 €;19,53 €;19,23 €;18,56 €;19,28 €;18,98 €;18,74 €;19,42 €;18,80 €;18,70 €;19,63 €;15,41;4,35%;6,72%;8,64%;7,23%;6,21%
CVRX;Healthcare;Medical Devices;Bidback;Bottom Bounce;13.05.25;5,24 €;5,29 €;5,07 €;6,19 €;5,36 €;6,23 €;6,34 €;6,00 €;6,52 €;6,85 €;6,08 €;6,90 €;6,99 €;6,50 €;7,05 €;15,41;0,95%;18,13%;20,99%;30,73%;33,40%
UVE;Financial;Insurance - Property & Casualty;Bidback;Continuation;15.05.25;26,13 €;26,44 €;26,05 €;26,70 €;26,12 €;26,75 €;26,56 €;26,35 €;26,82 €;26,54 €;26,13 €;26,59 €;26,37 €;26,23 €;26,57 €;15,07;1,19%;2,18%;1,65%;1,57%;0,92%
NGNE;Healthcare;Biotech;Bidback;Continuation;15.05.25;17,73 €;17,99 €;15,68 €;19,52 €;17,28 €;20,16 €;18,55 €;18,03 €;20,39 €;17,49 €;17,35 €;18,74 €;18,04 €;17,05 €;18,38 €;15,07;1,47%;10,10%;4,62%;-1,35%;1,75%
CON-A;Healthcare;Medical Care;Bidback;Continuation;15.05.25;22,56 €;22,72 €;22,40 €;22,56 €;22,39 €;22,66 €;22,54 €;22,37 €;22,65 €;21,87 €;21,83 €;22,40 €;21,41 €;21,41 €;22,06 €;15,07;0,71%;0,00%;-0,09%;-3,06%;-5,10%
RDW;Industrials;Aerospace & Defence;Bidback;Consolidation;15.05.25;12,32 €;12,23 €;12,12 €;12,30 €;11,31 €;12,37 €;12,29 €;11,82 €;12,76 €;11,53 €;11,38 €;12,36 €;12,71 €;11,33 €;13,20 €;15,07;-0,73%;-0,16%;-0,24%;-6,41%;3,17%
NTGR;Technology;Communication Equipment;Bidback;Continuation;16.05.25;30,83 €;31,25 €;29,95 €;30,68 €;30,66 €;31,48 €;29,97 €;29,75 €;30,50 €;29,86 €;29,83 €;30,43 €;28,80 €;28,73 €;29,63 €;13,39;1,36%;-0,49%;-2,79%;-3,15%;-6,58%
DFDV;Technology;Software - Infrastructure;Bidback;Continuation;16.05.25;17,19 €;18,11 €;15,01 €;25,49 €;17,86 €;26,86 €;;;;;;;;;;13,39;5,35%;48,28%;-100,00%;-100,00%;-100,00%
QUBT;Technology;Computer Systemx;Bidback;Earning;16.05.25;11,72 €;11,83 €;11,20 €;11,51 €;11,27 €;12,84 €;10,54 €;10,37 €;11,75 €;12,07 €;10,37 €;12,50 €;13,31 €;11,28 €;14,30 €;13,39;0,94%;-1,79%;-10,07%;2,99%;13,57%
PDYN;Technology;Software - Infrastructure;Bidback;Consolidation;16.05.25;6,71 €;7,48 €;6,68 €;7,45 €;7,29 €;8,37 €;6,68 €;6,61 €;7,72 €;7,13 €;6,56 €;7,26 €;7,43 €;6,75 €;7,50 €;13,39;11,48%;11,03%;-0,45%;6,26%;10,73%
SKYT;Technology;Semiconductor;Bidback;Continuation;16.05.25;8,53 €;8,69 €;8,23 €;9,19 €;8,74 €;9,31 €;8,75 €;8,70 €;9,24 €;9,12 €;8,72 €;9,67 €;9,00 €;8,64 €;9,10 €;13,39;1,88%;7,74%;2,58%;6,92%;5,51%
MAMA;Consumer Defensive;Packaged Foods;Bidback;Consolidation;16.05.25;6,67 €;6,93 €;6,53 €;7,13 €;6,94 €;7,15 €;6,92 €;6,54 €;7,13 €;6,97 €;6,83 €;7,05 €;7,12 €;6,92 €;7,16 €;13,39;3,90%;6,90%;3,75%;4,50%;6,75%
EBS;Healthcare;Drug Manufacturer;Bidback;Gap up Breakout;16.05.25;6,36 €;6,73 €;6,36 €;6,94 €;6,54 €;7,02 €;6,43 €;6,34 €;6,95 €;6,50 €;6,34 €;6,53 €;6,40 €;6,22 €;6,44 €;13,39;5,82%;9,12%;1,10%;2,20%;0,63%
TH;Industrials;Business Services;Bidback;Earning;19.05.25;7,29 €;7,25 €;7,09 €;7,22 €;7,14 €;7,64 €;7,60 €;7,13 €;7,62 €;7,37 €;7,36 €;7,57 €;7,36 €;7,33 €;7,57 €;13,46;-0,55%;-0,96%;4,25%;1,10%;0,96%
INSG;Technology;Communication Equipment;Bidback;Consolidation;19.05.25;8,78 €;8,87 €;8,52 €;8,50 €;8,44 €;8,85 €;8,24 €;8,24 €;8,71 €;8,14 €;7,89 €;8,29 €;8,54 €;8,25 €;8,90 €;13,46;1,03%;-3,19%;-6,15%;-7,29%;-2,73%
LASR;Technology;Semiconductor;Bidback;Continuation;20.05.25;13,28 €;13,45 €;13,24 €;14,22 €;13,38 €;14,33 €;14,49 €;13,45 €;14,82 €;15,48 €;14,45 €;15,70 €;15,63 €;15,00 €;15,86 €;13,74;1,28%;7,08%;9,11%;16,57%;17,70%
ACB;Healthcare;Drug Manufacturer;Bidback;Continuation;20.05.25;5,24 €;5,22 €;5,19 €;5,49 €;5,09 €;5,49 €;5,50 €;5,33 €;5,51 €;5,47 €;5,41 €;5,72 €;5,52 €;5,37 €;5,56 €;13,74;-0,38%;4,77%;4,96%;4,39%;5,34%
URBN;Consumer Cyclicals;Apparel Stores;Bidback;Earning;22.05.25;71,48 €;72,28 €;70,50 €;75,26 €;72,11 €;75,57 €;74,74 €;73,94 €;75,80 €;72,47 €;71,75 €;75,28 €;69,90 €;69,65 €;71,98 €;16,55;1,12%;5,29%;4,56%;1,39%;-2,21%
AAP;Consumer Cyclicals;Specialty Retail;Bidback;Earning;22.05.25;47,27 €;48,67 €;46,30 €;49,60 €;47,95 €;49,94 €;52,71 €;49,60 €;52,90 €;48,36 €;47,01 €;53,13 €;47,93 €;47,53 €;48,85 €;16,55;2,96%;4,93%;11,51%;2,31%;1,40%
RRR;Consumer Cyclicals;Resorts & Casinos;Bidback;Pullback  ;22.05.25;46,79 €;47,00 €;46,17 €;49,85 €;47,53 €;50,46 €;49,54 €;48,91 €;50,01 €;48,83 €;48,50 €;49,63 €;48,07 €;47,88 €;49,08 €;16,55;0,45%;6,54%;5,88%;4,36%;2,74%
SYM;Industrials;Diversified Industrials;Bidback;Consolidation;22.05.25;28,53 €;28,75 €;28,50 €;30,71 €;29,50 €;31,40 €;29,74 €;29,50 €;31,40 €;28,94 €;28,70 €;30,37 €;28,67 €;28,20 €;28,96 €;16,55;0,77%;7,64%;4,24%;1,44%;0,49%
SEI;Energy;Oil & Gas Equipment & Services;Bidback;Consolidation;22.05.25;24,57 €;27,05 €;24,50 €;28,28 €;26,77 €;28,42 €;28,31 €;27,70 €;28,59 €;27,88 €;27,41 €;29,16 €;27,43 €;26,89 €;28,35 €;16,55;10,09%;15,10%;15,22%;13,47%;11,64%
FIVN;Technology;Software - Infrastructure;Bidback;Pullback something;22.05.25;26,48 €;26,59 €;26,16 €;27,44 €;26,70 €;27,50 €;27,11 €;26,68 €;27,54 €;27,00 €;26,50 €;27,33 €;26,51 €;26,10 €;26,95 €;16,55;0,42%;3,63%;2,38%;1,96%;0,11%
QBTS;Technology;Computer Systemx;Bidback;Continuation;22.05.25;17,80 €;18,80 €;17,60 €;17,55 €;16,92 €;19,43 €;17,55 €;16,86 €;17,93 €;16,27 €;16,21 €;18,03 €;16,33 €;15,47 €;16,45 €;16,55;5,62%;-1,40%;-1,40%;-8,60%;-8,26%
ECVT;Basic;Specialty Chemicals;Bidback;Pullback something;22.05.25;7,32 €;7,30 €;7,21 €;7,66 €;7,41 €;7,74 €;7,63 €;7,56 €;7,74 €;7,51 €;7,49 €;7,68 €;7,45 €;7,39 €;7,51 €;16,55;-0,27%;4,64%;4,23%;2,60%;1,78%
TPR;Consumer Cyclicals;Luxury Goods;Bidback;Pullback something;27.05.25;80,34 €;80,42 €;80,00 €;80,42 €;77,92 €;80,90 €;78,44 €;77,27 €;78,95 €;78,55 €;76,92 €;79,00 €;78,56 €;78,21 €;79,27 €;13,14;0,10%;0,10%;-2,36%;-2,23%;-2,22%
TER;Technology;Semiconductor Equipment;Bidback;Pullback something;27.05.25;81,09 €;80,25 €;79,91 €;80,98 €;80,25 €;82,41 €;78,60 €;77,02 €;80,29 €;79,49 €;77,78 €;79,96 €;81,45 €;78,41 €;81,64 €;13,14;-1,04%;-0,14%;-3,07%;-1,97%;0,44%
MEG;Industrials;Waste Management;Bidback;Consolidation;27.05.25;20,08 €;20,34 €;20,08 €;19,76 €;19,59 €;20,78 €;19,53 €;19,43 €;19,83 €;20,24 €;19,38 €;20,24 €;20,78 €;20,07 €;21,06 €;13,14;1,29%;-1,59%;-2,74%;0,80%;3,49%
DLX;Consumer Cyclicals;Advertising Agencies;Bidback;Bottom Bounce;27.05.25;14,18 €;14,13 €;14,05 €;14,32 €;14,04 €;14,32 €;14,27 €;14,16 €;14,37 €;14,14 €;13,94 €;14,26 €;14,37 €;13,93 €;14,49 €;13,14;-0,35%;0,99%;0,63%;-0,28%;1,34%
RGP;Industrials;Business Services;Bidback;Bottom Bounce;27.05.25;5,10 €;5,22 €;5,10 €;5,29 €;5,14 €;5,30 €;5,22 €;5,21 €;5,34 €;5,13 €;5,10 €;5,24 €;5,27 €;5,09 €;5,32 €;13,14;2,35%;3,73%;2,35%;0,59%;3,33%
FLYY;Industrials;Airlines;Bidback;Bottom Bounce;27.05.25;6,09 €;6,12 €;5,91 €;6,20 €;5,86 €;6,29 €;5,99 €;5,93 €;6,25 €;5,26 €;5,26 €;6,06 €;5,60 €;5,31 €;5,76 €;13,14;0,49%;1,81%;-1,64%;-13,63%;-8,05%
FVR;Real Estate;Diversified;Bidback;Continuation;29.05.25;11,50 €;11,51 €;11,45 €;11,33 €;11,19 €;11,44 €;11,39 €;11,22 €;11,53 €;11,25 €;11,19 €;11,48 €;11,50 €;11,20 €;11,60 €;17,41;0,09%;-1,48%;-0,96%;-2,17%;0,00%
COGT;Healthcare;Biotech;Bidback;Consolidation;29.05.25;5,30 €;5,44 €;5,14 €;5,61 €;5,10 €;6,10 €;5,79 €;5,41 €;5,97 €;5,64 €;5,54 €;5,80 €;5,99 €;5,49 €;6,03 €;17,41;2,64%;5,85%;9,25%;6,42%;13,02%
NUS;Consumer Defensive;Household & Personal Products;Bidback;Continuation;29.05.25;8,23 €;8,63 €;8,15 €;8,33 €;8,29 €;8,60 €;8,01 €;7,93 €;8,30 €;7,88 €;7,84 €;8,14 €;7,78 €;7,74 €;7,96 €;17,41;4,86%;1,22%;-2,67%;-4,25%;-5,47%
CGEM;Technology;Biotech;Bidback;Continuation;29.05.25;8,56 €;8,65 €;8,27 €;8,75 €;8,46 €;9,12 €;8,96 €;8,76 €;9,13 €;9,07 €;8,95 €;9,36 €;8,74 €;8,48 €;9,00 €;17,41;1,05%;2,22%;4,67%;5,96%;2,10%
GH;Healthcare;Diagnostics & Research;Bidback;Continuation;30.05.25;39,97 €;42,10 €;39,69 €;45,79 €;42,29 €;46,75 €;47,76 €;45,44 €;48,05 €;48,41 €;46,40 €;50,03 €;48,06 €;47,43 €;50,25 €;16,95;5,33%;14,56%;19,49%;21,12%;20,24%
FMC;Basic;Agricultural Inputs;Bidback;Continuation;30.05.25;40,07 €;39,90 €;39,23 €;40,21 €;39,26 €;40,67 €;42,24 €;40,40 €;42,38 €;41,90 €;41,71 €;42,81 €;42,74 €;41,92 €;43,12 €;16,95;-0,42%;0,35%;5,42%;4,57%;6,66%
NEXT;Energy;Oil & Gas E&P;Bidback;Continuation;30.05.25;8,09 €;7,91 €;7,85 €;8,22 €;7,87 €;8,31 €;8,40 €;8,04 €;8,43 €;8,13 €;8,11 €;8,55 €;8,31 €;8,16 €;8,48 €;16,95;-2,22%;1,61%;3,83%;0,49%;2,72%
LOCO;Consumer Cyclicals;Restaurants;Bidback;Continuation;30.05.25;10,17 €;10,41 €;10,16 €;10,70 €;10,35 €;10,73 €;10,81 €;10,64 €;10,89 €;10,90 €;10,64 €;10,91 €;11,05 €;10,82 €;11,08 €;16,95;2,36%;5,21%;6,29%;7,18%;8,65%
TX;Basic;Steel;Bidback;Consolidation;02.06.25;28,52 €;28,69 €;27,85 €;28,34 €;28,31 €;28,88 €;28,52 €;28,34 €;28,79 €;28,87 €;28,43 €;29,07 €;29,12 €;28,69 €;29,44 €;13,26;0,60%;-0,63%;0,00%;1,23%;2,10%
BVN;Basic;Industrial Metals & Minerals;Bidback;Gap up Breakout;02.06.25;15,80 €;16,04 €;15,64 €;16,17 €;16,02 €;16,30 €;16,96 €;16,54 €;17,14 €;16,95 €;16,85 €;17,43 €;16,94 €;16,91 €;17,28 €;13,26;1,52%;2,34%;7,34%;7,28%;7,22%
CELC;Healthcare;Biotech;Bidback;Consolidation;02.06.25;11,25 €;11,94 €;11,09 €;11,98 €;11,81 €;12,34 €;11,78 €;11,56 €;12,01 €;13,05 €;12,04 €;13,22 €;12,91 €;12,57 €;13,23 €;13,26;6,13%;6,49%;4,71%;16,00%;14,76%
SPIR;Industrials;Business Services;Bidback;Consolidation;02.06.25;10,92 €;10,47 €;10,42 €;10,90 €;10,25 €;10,93 €;11,00 €;10,69 €;11,26 €;11,44 €;10,97 €;11,74 €;12,32 €;11,40 €;12,51 €;13,26;-4,12%;-0,18%;0,73%;4,76%;12,82%
EOLS;Healthcare;Drug Manufacturer;Bidback;Bottom Bounce;02.06.25;9,75 €;9,96 €;9,74 €;9,80 €;9,70 €;10,03 €;9,74 €;9,62 €;9,90 €;10,04 €;9,65 €;10,28 €;9,65 €;9,37 €;10,16 €;13,26;2,15%;0,51%;-0,10%;2,97%;-1,03%
BEP;Utilities;Independent Power Producers;Bidback;Continuation;03.06.25;24,28 €;23,89 €;23,83 €;23,85 €;23,68 €;24,00 €;23,96 €;23,80 €;24,11 €;25,80 €;24,50 €;25,92 €;26,28 €;25,74 €;26,39 €;12,05;-1,61%;-1,77%;-1,32%;6,26%;8,24%
BKKT;Technology;Software - Infrastructure;Bidback;Consolidation;03.06.25;12,73 €;13,07 €;12,40 €;13,40 €;12,50 €;15,48 €;13,91 €;13,63 €;15,59 €;15,15 €;14,20 €;15,34 €;13,44 €;13,31 €;15,15 €;12,05;2,67%;5,26%;9,27%;19,01%;5,58%
AMRC;Industrials;Engineering & Construction;Bidback;Consolidation;03.06.25;14,68 €;14,83 €;14,68 €;14,85 €;14,58 €;15,13 €;15,51 €;15,03 €;15,73 €;15,97 €;15,64 €;16,38 €;15,63 €;15,29 €;16,26 €;12,05;1,02%;1,16%;5,65%;8,79%;6,47%
SNCY;Industrials;Airlines;Bidback;Continuation;03.06.25;11,83 €;11,70 €;11,64 €;11,44 €;11,34 €;11,77 €;11,74 €;11,44 €;11,82 €;11,88 €;11,83 €;12,12 €;12,00 €;11,88 €;12,13 €;12,05;-1,10%;-3,30%;-0,76%;0,42%;1,44%
PACS;Healthcare;Medical Care;Bidback;Continuation;03.06.25;10,09 €;10,17 €;10,09 €;10,36 €;10,11 €;10,51 €;10,44 €;10,34 €;10,61 €;10,41 €;10,05 €;10,50 €;10,69 €;10,39 €;11,05 €;12,05;0,79%;2,68%;3,47%;3,17%;5,95%
AVXL;Healthcare;Biotech;Bidback;Bottom Bounce;03.06.25;7,74 €;7,72 €;7,66 €;7,78 €;7,66 €;7,85 €;8,27 €;7,80 €;8,33 €;7,93 €;7,87 €;8,41 €;8,12 €;7,89 €;8,25 €;12,05;-0,26%;0,52%;6,85%;2,45%;4,91%
SWIM;Basic;Building Materials;Bidback;Pullback  ;03.06.25;5,94 €;6,05 €;5,93 €;5,79 €;5,78 €;6,05 €;5,87 €;5,79 €;6,00 €;5,94 €;5,90 €;6,04 €;5,93 €;5,92 €;6,04 €;12,05;1,85%;-2,53%;-1,18%;0,00%;-0,17%
AQN;Utilities;Independent Power Producers;Bidback;Consolidation;03.06.25;5,99 €;5,92 €;5,89 €;5,84 €;5,81 €;5,95 €;5,85 €;5,77 €;5,87 €;5,79 €;5,79 €;5,88 €;5,83 €;5,77 €;5,87 €;12,05;-1,17%;-2,50%;-2,34%;-3,34%;-2,67%
PLAY;Consumer Cyclicals;Media - Diversified;Bidback;Continuation;04.06.25;22,80 €;22,64 €;21,92 €;23,85 €;22,70 €;23,92 €;25,57 €;24,24 €;25,99 €;;;;;;;12,15;-0,70%;4,61%;12,15%;-100,00%;-100,00%
IDR;Basic;Gold;Bidback;Continuation;04.06.25;13,60 €;13,67 €;13,50 €;13,57 €;13,33 €;13,95 €;13,64 €;13,38 €;13,89 €;13,26 €;13,10 €;13,82 €;13,19 €;12,96 €;13,26 €;12,15;0,51%;-0,22%;0,29%;-2,50%;-3,01%
GRRR;Technology;Software - Infrastructure;Bidback;Continuation;04.06.25;18,98 €;19,18 €;18,60 €;22,72 €;19,23 €;23,43 €;22,29 €;20,81 €;22,67 €;21,23 €;20,30 €;22,23 €;21,22 €;20,87 €;22,99 €;12,15;1,05%;19,70%;17,44%;11,85%;11,80%
PBPB;Consumer Cyclicals;Restaurants;Bidback;Continuation;04.06.25;10,76 €;10,70 €;10,69 €;10,90 €;10,74 €;10,94 €;11,28 €;10,87 €;11,40 €;11,20 €;10,90 €;11,32 €;10,98 €;10,97 €;11,23 €;12,15;-0,56%;1,30%;4,83%;4,09%;2,04%
PDYN;Technology;Software - Infrastructure;Bidback;Choppy;04.06.25;8,46 €;8,23 €;8,10 €;9,59 €;8,43 €;10,44 €;9,54 €;9,46 €;10,38 €;9,38 €;8,95 €;10,17 €;8,78 €;8,76 €;9,88 €;12,15;-2,72%;13,36%;12,77%;10,87%;3,78%
SGHC;Consumer Cyclicals;Gambling;Bidback;Continuation;06.06.25;9,07 €;9,23 €;9,00 €;9,30 €;9,07 €;9,34 €;9,31 €;9,20 €;9,49 €;9,62 €;9,23 €;9,62 €;9,50 €;9,36 €;9,59 €;14,32;1,76%;2,54%;2,65%;6,06%;4,74%
CBRL;Consumer Cyclicals;Restaurants;Bidback;Consolidation;09.06.25;57,68 €;54,51 €;53,71 €;55,64 €;52,29 €;55,77 €;55,05 €;53,60 €;55,28 €;52,06 €;51,95 €;54,62 €;56,94 €;53,06 €;57,73 €;12,28;-5,50%;-3,54%;-4,56%;-9,74%;-1,28%
YPF;Energy;Oil & Gas Integrated;Bidback;Consolidation;10.06.25;35,66 €;35,92 €;35,30 €;36,21 €;35,60 €;36,70 €;36,29 €;35,33 €;37,22 €;35,48 €;35,26 €;36,89 €;35,43 €;34,87 €;35,95 €;15,95;0,73%;1,54%;1,77%;-0,50%;-0,64%
MEOH;Basic;Chemicals;Bidback;Consolidation;11.06.25;34,11 €;34,43 €;33,86 €;36,00 €;35,90 €;37,03 €;35,68 €;35,10 €;36,59 €;36,22 €;35,44 €;36,73 €;37,26 €;36,03 €;37,58 €;13,89;0,94%;5,54%;4,60%;6,19%;9,23%
NNE;Industrials;Diversified Industrials;Bidback;Continuation;11.06.25;33,05 €;32,29 €;32,16 €;30,50 €;30,22 €;31,90 €;34,62 €;31,97 €;36,89 €;33,49 €;33,10 €;37,50 €;37,97 €;33,10 €;38,00 €;13,89;-2,30%;-7,72%;4,75%;1,33%;14,89%
NUS;Financial;Banks - Regional;Bidback;Consolidation;11.06.25;12,48 €;12,00 €;11,99 €;11,90 €;11,83 €;12,05 €;12,39 €;12,01 €;12,51 €;12,10 €;12,01 €;12,43 €;12,24 €;11,85 €;12,34 €;13,89;-3,85%;-4,65%;-0,72%;-3,04%;-1,92%
AMRK;Financial;Capital Markets;Bidback;Continuation;13.06.25;21,93 €;21,58 €;21,52 €;21,41 €;21,30 €;21,85 €;21,30 €;21,25 €;21,70 €;20,98 €;20,89 €;21,59 €;20,74 €;20,54 €;21,22 €;21,67;-1,60%;-2,37%;-2,87%;-4,33%;-5,43%
